ma_tin,tinh_thanh,loai_bat_dong_san,dien_tich_m2,so_phong_ngu,huong_nha,thang_dang_tin,nam_dang_tin,gia_ban_ty_vnd
BDS_25568,TP. Hồ Chí Minh,Chung cư,166,4,Đông Nam,4,2025,12.36
BDS_25569,Hà Nội,Chung cư,235,3,Chính Đông,1,2024,15.83
BDS_25570,TP. Hồ Chí Minh,Đất nền,51,2,Chính Nam,3,2024,4.73
BDS_25571,TP. Hồ Chí Minh,Chung cư,33,1,Chính Đông,5,2025,1.79
BDS_25572,TP. Hồ Chí Minh,Đất nền,187,3,Chính Nam,7,2024,18.61
BDS_25573,Hà Nội,Đất nền,130,5,Đông Nam,2,2025,10.87
BDS_25574,Hà Nội,Nhà mặt phố,186,5,Tây Nam,3,2026,34.79
BDS_25575,Hà Nội,Đất nền,173,5,Chính Đông,9,2025,17.99
BDS_25576,Hà Nội,Chung cư,44,5,Chính Đông,8,2025,1.86
BDS_25577,Hà Nội,Nhà mặt phố,293,2,Chính Đông,1,2026,27.08
BDS_25578,Hà Nội,Chung cư,300,5,Chính Đông,6,2024,18.77
BDS_25579,TP. Hồ Chí Minh,Chung cư,217,2,Tây Nam,2,2025,18.43
BDS_25580,Bình Dương,Chung cư,139,5,Chính Đông,8,2025,4.97
BDS_25581,Hà Nội,Nhà mặt phố,70,4,Tây Nam,10,2025,6.96
BDS_25582,Đà Nẵng,Biệt thự,278,1,Tây Nam,7,2024,28.17
BDS_25583,Hà Nội,Chung cư,242,4,Đông Nam,3,2025,8.15
BDS_25584,TP. Hồ Chí Minh,Đất nền,216,5,Chính Đông,3,2026,35.53
BDS_25585,TP. Hồ Chí Minh,Biệt thự,318,2,Tây Nam,3,2024,51.62
BDS_25586,Thái Nguyên,Nhà mặt phố,243,3,Đông Nam,3,2026,22.45
BDS_25587,Hà Nội,Nhà mặt phố,199,2,Chính Nam,3,2024,24.44
BDS_25588,Hà Nội,Nhà mặt phố,300,1,Đông Nam,5,2024,32.04
BDS_25589,Hà Nội,Đất nền,48,2,Tây Nam,12,2025,2.9
BDS_25590,TP. Hồ Chí Minh,Chung cư,203,3,Đông Nam,3,2026,10.12
BDS_25591,Thái Nguyên,Chung cư,141,3,Chính Nam,4,2024,3.24
BDS_25592,TP. Hồ Chí Minh,Chung cư,274,1,Đông Nam,3,2026,13.09
BDS_25593,TP. Hồ Chí Minh,Đất nền,247,1,Tây Bắc,5,2024,22.94
BDS_25594,TP. Hồ Chí Minh,Chung cư,248,3,Chính Nam,9,2024,8.3
BDS_25595,Thái Nguyên,Đất nền,260,1,Chính Nam,5,2024,13.51
BDS_25596,TP. Hồ Chí Minh,Nhà mặt phố,295,1,Tây Bắc,2,2024,26.35
BDS_25597,Hà Nội,Đất nền,90,5,Tây Nam,1,2025,12.14
BDS_25598,Đà Nẵng,Đất nền,316,3,Tây Nam,9,2024,13.38
BDS_25599,Hà Nội,Chung cư,324,5,Đông Nam,11,2025,25.69
BDS_25600,Hà Nội,Chung cư,79,3,Tây Nam,8,2025,3.61
BDS_25601,Hà Nội,Nhà mặt phố,163,5,Chính Đông,3,2024,24.22
BDS_25602,TP. Hồ Chí Minh,Biệt thự,255,1,Tây Bắc,7,2024,32.97
BDS_25603,TP. Hồ Chí Minh,Đất nền,333,2,Đông Nam,2,2025,22.29
BDS_25604,Hà Nội,Đất nền,341,1,Tây Bắc,1,2025,24.17
BDS_25605,TP. Hồ Chí Minh,Nhà mặt phố,239,3,Chính Đông,3,2025,48.05
BDS_25606,TP. Hồ Chí Minh,Chung cư,190,4,Chính Đông,4,2024,10.04
BDS_25607,Bình Dương,Nhà mặt phố,166,2,Chính Nam,7,2025,14.31
BDS_25608,TP. Hồ Chí Minh,Chung cư,131,1,Chính Nam,4,2026,10.56
BDS_25609,TP. Hồ Chí Minh,Nhà mặt phố,179,4,Chính Nam,6,2024,19.64
BDS_25610,TP. Hồ Chí Minh,Nhà mặt phố,206,1,Đông Nam,9,2024,21.28
BDS_25611,Hà Nội,Biệt thự,234,2,Chính Nam,2,2026,57.23
BDS_25612,Hà Nội,Biệt thự,237,5,Chính Đông,11,2024,31.3
BDS_25613,TP. Hồ Chí Minh,Chung cư,257,5,Chính Nam,6,2024,19.22
BDS_25614,Hà Nội,Nhà mặt phố,90,4,Chính Nam,7,2025,14.86
BDS_25615,Hà Nội,Đất nền,60,3,Tây Bắc,3,2026,5.27
BDS_25616,TP. Hồ Chí Minh,Nhà mặt phố,142,3,Tây Bắc,3,2026,17.39
BDS_25617,Hà Nội,Chung cư,36,2,Chính Nam,5,2024,1.83
BDS_25618,Hà Nội,Chung cư,307,1,Tây Bắc,9,2024,9.89
BDS_25619,TP. Hồ Chí Minh,Chung cư,251,5,Tây Bắc,9,2025,9.27
BDS_25620,TP. Hồ Chí Minh,Nhà mặt phố,148,4,Chính Nam,3,2024,26.61
BDS_25621,Đà Nẵng,Chung cư,276,2,Tây Nam,2,2026,16.39
BDS_25622,TP. Hồ Chí Minh,Nhà mặt phố,50,5,Đông Nam,10,2024,6.34
BDS_25623,TP. Hồ Chí Minh,Chung cư,204,1,Chính Đông,12,2024,6.76
BDS_25624,Hà Nội,Chung cư,189,1,Chính Nam,9,2024,13.68
BDS_25625,Hà Nội,Nhà mặt phố,332,3,Chính Đông,3,2026,47.0
BDS_25626,Hà Nội,Nhà mặt phố,135,4,Chính Đông,7,2025,27.08
BDS_25627,TP. Hồ Chí Minh,Đất nền,218,3,Chính Nam,3,2026,17.01
BDS_25628,TP. Hồ Chí Minh,Chung cư,114,1,Tây Nam,6,2024,5.24
BDS_25629,TP. Hồ Chí Minh,Chung cư,174,4,Chính Đông,3,2026,8.4
BDS_25630,TP. Hồ Chí Minh,Nhà mặt phố,180,4,Tây Bắc,10,2025,26.07
BDS_25631,Hà Nội,Biệt thự,79,2,Đông Nam,5,2025,13.55
BDS_25632,TP. Hồ Chí Minh,Nhà mặt phố,237,5,Chính Đông,3,2026,53.11
BDS_25633,TP. Hồ Chí Minh,Đất nền,349,5,Tây Bắc,6,2025,27.3
BDS_25634,TP. Hồ Chí Minh,Biệt thự,265,1,Chính Nam,10,2025,67.78
BDS_25635,TP. Hồ Chí Minh,Đất nền,77,4,Chính Nam,3,2024,10.68
BDS_25636,Bình Dương,Biệt thự,42,5,Chính Đông,5,2025,8.56
BDS_25637,Đà Nẵng,Đất nền,174,5,Chính Nam,3,2026,14.09
BDS_25638,Thái Nguyên,Đất nền,103,4,Chính Nam,3,2026,5.44
BDS_25639,Hà Nội,Nhà mặt phố,54,1,Chính Đông,4,2024,8.32
BDS_25640,Hà Nội,Chung cư,305,1,Chính Nam,11,2025,16.34
BDS_25641,Hà Nội,Biệt thự,259,2,Chính Nam,1,2024,60.95
BDS_25642,Hà Nội,Chung cư,88,3,Chính Nam,3,2026,3.78
BDS_25643,TP. Hồ Chí Minh,Biệt thự,254,5,Tây Nam,3,2024,66.24
BDS_25644,TP. Hồ Chí Minh,Nhà mặt phố,226,1,Đông Nam,1,2025,39.63
BDS_25645,TP. Hồ Chí Minh,Chung cư,50,3,Tây Bắc,2,2026,2.36
BDS_25646,Thái Nguyên,Đất nền,231,3,Đông Nam,11,2024,7.32
BDS_25647,Bình Dương,Nhà mặt phố,113,4,Tây Nam,3,2026,13.9
BDS_25648,Hà Nội,Đất nền,271,1,Tây Nam,8,2025,30.02
BDS_25649,Đà Nẵng,Chung cư,318,1,Tây Nam,4,2025,7.59
BDS_25650,TP. Hồ Chí Minh,Biệt thự,123,5,Chính Nam,10,2024,28.77
BDS_25651,TP. Hồ Chí Minh,Nhà mặt phố,341,2,Tây Bắc,9,2024,43.52
BDS_25652,TP. Hồ Chí Minh,Chung cư,41,4,Đông Nam,8,2025,2.98
BDS_25653,Hà Nội,Chung cư,214,5,Tây Nam,11,2025,7.17
BDS_25654,Thái Nguyên,Nhà mặt phố,234,5,Chính Nam,1,2024,13.46
BDS_25655,TP. Hồ Chí Minh,Biệt thự,342,1,Chính Đông,6,2025,91.08
BDS_25656,Đà Nẵng,Nhà mặt phố,104,2,Tây Bắc,7,2024,13.83
BDS_25657,Bình Dương,Chung cư,207,3,Đông Nam,8,2025,10.63
BDS_25658,TP. Hồ Chí Minh,Biệt thự,184,5,Đông Nam,4,2025,40.44
BDS_25659,Hà Nội,Biệt thự,90,3,Chính Nam,11,2025,16.99
BDS_25660,Hà Nội,Đất nền,260,4,Chính Nam,5,2025,23.49
BDS_25661,Hà Nội,Đất nền,290,2,Chính Nam,8,2024,29.27
BDS_25662,Hà Nội,Chung cư,250,4,Chính Đông,11,2024,17.19
BDS_25663,Đà Nẵng,Chung cư,224,1,Đông Nam,11,2025,9.29
BDS_25664,Hà Nội,Biệt thự,161,1,Chính Đông,4,2024,47.1
BDS_25665,Bình Dương,Chung cư,112,4,Đông Nam,10,2024,5.52
BDS_25666,TP. Hồ Chí Minh,Chung cư,42,5,Chính Nam,1,2025,3.45
BDS_25667,Hà Nội,Nhà mặt phố,32,5,Tây Bắc,10,2024,2.92
BDS_25668,TP. Hồ Chí Minh,Nhà mặt phố,112,2,Chính Nam,4,2026,24.1
BDS_25669,TP. Hồ Chí Minh,Đất nền,300,1,Tây Nam,3,2025,41.34
BDS_25670,TP. Hồ Chí Minh,Chung cư,270,2,Chính Đông,8,2025,18.15
BDS_25671,TP. Hồ Chí Minh,Nhà mặt phố,188,1,Đông Nam,3,2026,35.31
BDS_25672,Hà Nội,Nhà mặt phố,300,5,Chính Nam,8,2025,42.74
BDS_25673,TP. Hồ Chí Minh,Đất nền,136,2,Tây Bắc,10,2024,18.3
BDS_25674,TP. Hồ Chí Minh,Nhà mặt phố,238,2,Chính Đông,3,2026,29.44
BDS_25675,TP. Hồ Chí Minh,Chung cư,211,5,Chính Đông,6,2024,7.19
BDS_25676,Đà Nẵng,Nhà mặt phố,340,2,Chính Đông,7,2024,26.7
BDS_25677,Hà Nội,Đất nền,87,2,Chính Đông,9,2025,6.8
BDS_25678,Hà Nội,Chung cư,110,3,Chính Đông,9,2025,6.72
BDS_25679,TP. Hồ Chí Minh,Chung cư,115,3,Chính Nam,4,2024,6.76
BDS_25680,Bình Dương,Chung cư,213,2,Chính Đông,11,2025,7.37
BDS_25681,TP. Hồ Chí Minh,Chung cư,253,2,Chính Đông,10,2025,21.71
BDS_25682,Hà Nội,Đất nền,192,3,Chính Đông,1,2024,20.0
BDS_25683,Hà Nội,Nhà mặt phố,137,3,Chính Đông,3,2024,10.39
BDS_25684,Hà Nội,Nhà mặt phố,138,4,Chính Đông,12,2025,23.38
BDS_25685,Hà Nội,Chung cư,316,4,Đông Nam,8,2024,9.62
BDS_25686,TP. Hồ Chí Minh,Biệt thự,272,4,Chính Đông,8,2025,71.86
BDS_25687,TP. Hồ Chí Minh,Đất nền,48,4,Tây Bắc,12,2024,4.04
BDS_25688,Hà Nội,Nhà mặt phố,113,2,Tây Nam,2,2025,22.83
BDS_25689,Hà Nội,Chung cư,102,3,Chính Đông,4,2025,4.86
BDS_25690,Hà Nội,Nhà mặt phố,225,5,Đông Nam,9,2024,18.82
BDS_25691,Đà Nẵng,Nhà mặt phố,140,3,Tây Bắc,5,2026,17.82
BDS_25692,TP. Hồ Chí Minh,Nhà mặt phố,77,4,Chính Đông,11,2025,10.41
BDS_25693,Bình Dương,Nhà mặt phố,124,5,Chính Đông,5,2024,6.74
BDS_25694,TP. Hồ Chí Minh,Chung cư,129,5,Chính Đông,4,2025,8.68
BDS_25695,Hà Nội,Chung cư,126,1,Chính Nam,4,2024,4.66
BDS_25696,Hà Nội,Chung cư,52,1,Chính Nam,3,2026,1.8
BDS_25697,TP. Hồ Chí Minh,Biệt thự,135,2,Tây Bắc,3,2026,29.79
BDS_25698,TP. Hồ Chí Minh,Đất nền,253,4,Chính Nam,11,2025,37.36
BDS_25699,TP. Hồ Chí Minh,Biệt thự,54,1,Tây Nam,2,2025,11.51
BDS_25700,TP. Hồ Chí Minh,Chung cư,245,4,Đông Nam,3,2024,17.49
BDS_25701,TP. Hồ Chí Minh,Nhà mặt phố,214,2,Đông Nam,3,2024,25.63
BDS_25702,Hà Nội,Đất nền,55,4,Đông Nam,12,2025,6.09
BDS_25703,Đà Nẵng,Chung cư,312,2,Tây Bắc,11,2025,8.2
BDS_25704,TP. Hồ Chí Minh,Đất nền,193,5,Chính Nam,7,2025,25.69
BDS_25705,Hà Nội,Nhà mặt phố,61,1,Tây Nam,4,2024,7.74
BDS_25706,TP. Hồ Chí Minh,Biệt thự,299,2,Chính Đông,6,2025,95.17
BDS_25707,TP. Hồ Chí Minh,Chung cư,203,4,Đông Nam,3,2026,17.95
BDS_25708,Hà Nội,Nhà mặt phố,118,2,Đông Nam,11,2025,16.16
BDS_25709,TP. Hồ Chí Minh,Biệt thự,315,3,Tây Nam,11,2024,73.39
BDS_25710,Hà Nội,Đất nền,157,4,Đông Nam,12,2024,8.5
BDS_25711,Hà Nội,Chung cư,190,5,Đông Nam,6,2024,14.04
BDS_25712,Hà Nội,Chung cư,148,1,Tây Bắc,3,2026,10.71
BDS_25713,Hà Nội,Biệt thự,200,1,Tây Nam,3,2025,35.32
BDS_25714,Hà Nội,Chung cư,43,1,Chính Nam,1,2024,2.86
BDS_25715,Hà Nội,Biệt thự,254,4,Chính Nam,7,2024,64.82
BDS_25716,Thái Nguyên,Chung cư,346,3,Tây Nam,12,2025,8.77
BDS_25717,Hà Nội,Đất nền,50,4,Đông Nam,11,2025,6.18
BDS_25718,TP. Hồ Chí Minh,Nhà mặt phố,254,3,Tây Nam,4,2024,22.41
BDS_25719,Hà Nội,Biệt thự,58,1,Đông Nam,9,2024,16.29
BDS_25720,TP. Hồ Chí Minh,Nhà mặt phố,102,3,Tây Bắc,4,2025,17.96
BDS_25721,Hà Nội,Đất nền,120,3,Chính Nam,5,2025,15.65
BDS_25722,Hà Nội,Chung cư,166,2,Tây Bắc,2,2025,10.32
BDS_25723,Hà Nội,Nhà mặt phố,125,5,Tây Nam,7,2024,21.17
BDS_25724,Bình Dương,Đất nền,103,2,Chính Nam,2,2024,4.57
BDS_25725,TP. Hồ Chí Minh,Chung cư,282,3,Tây Nam,1,2024,10.97
BDS_25726,Hà Nội,Đất nền,342,5,Chính Nam,2,2025,40.12
BDS_25727,Hà Nội,Nhà mặt phố,57,5,Tây Nam,2,2024,7.39
BDS_25728,Hà Nội,Nhà mặt phố,58,1,Chính Nam,5,2024,8.3
BDS_25729,Hà Nội,Nhà mặt phố,264,3,Chính Nam,12,2024,27.25
BDS_25730,TP. Hồ Chí Minh,Chung cư,247,3,Chính Đông,1,2026,21.26
BDS_25731,TP. Hồ Chí Minh,Chung cư,146,4,Chính Đông,3,2026,11.0
BDS_25732,TP. Hồ Chí Minh,Chung cư,80,2,Chính Nam,10,2025,3.83
BDS_25733,Hà Nội,Nhà mặt phố,216,3,Chính Đông,8,2024,25.52
BDS_25734,TP. Hồ Chí Minh,Chung cư,326,4,Chính Đông,9,2025,14.35
BDS_25735,Hà Nội,Nhà mặt phố,48,2,Chính Nam,3,2026,5.23
BDS_25736,Hà Nội,Đất nền,308,3,Tây Bắc,1,2025,34.37
BDS_25737,TP. Hồ Chí Minh,Nhà mặt phố,252,5,Đông Nam,3,2026,48.02
BDS_25738,Hà Nội,Nhà mặt phố,57,1,Đông Nam,6,2025,9.69
BDS_25739,TP. Hồ Chí Minh,Nhà mặt phố,148,5,Chính Nam,1,2024,23.33
BDS_25740,Đà Nẵng,Chung cư,63,4,Chính Đông,9,2024,2.18
BDS_25741,Hà Nội,Đất nền,62,4,Tây Bắc,9,2025,8.44
BDS_25742,Thái Nguyên,Chung cư,340,3,Tây Bắc,2,2025,5.49
BDS_25743,Hà Nội,Nhà mặt phố,315,4,Tây Nam,11,2025,42.7
BDS_25744,Hà Nội,Chung cư,32,5,Chính Nam,2,2025,2.27
BDS_25745,TP. Hồ Chí Minh,Nhà mặt phố,179,3,Tây Bắc,3,2024,29.32
BDS_25746,TP. Hồ Chí Minh,Chung cư,280,2,Đông Nam,7,2025,18.6
BDS_25747,Hà Nội,Chung cư,166,3,Tây Nam,1,2025,12.01
BDS_25748,TP. Hồ Chí Minh,Chung cư,249,4,Chính Nam,6,2025,17.6
BDS_25749,Bình Dương,Chung cư,68,4,Chính Đông,12,2025,1.64
BDS_25750,Hà Nội,Nhà mặt phố,155,3,Tây Bắc,12,2024,28.23
BDS_25751,Thái Nguyên,Đất nền,283,4,Tây Nam,9,2024,9.45
BDS_25752,TP. Hồ Chí Minh,Chung cư,257,4,Đông Nam,3,2026,20.79
BDS_25753,Bình Dương,Chung cư,92,4,Tây Bắc,10,2025,3.76
BDS_25754,Hà Nội,Nhà mặt phố,154,5,Đông Nam,11,2024,16.48
BDS_25755,TP. Hồ Chí Minh,Biệt thự,152,2,Đông Nam,1,2026,24.38
BDS_25756,Hà Nội,Nhà mặt phố,190,2,Tây Nam,7,2025,34.74
BDS_25757,Thái Nguyên,Đất nền,152,3,Đông Nam,2,2024,5.6
BDS_25758,TP. Hồ Chí Minh,Nhà mặt phố,310,5,Tây Bắc,4,2025,43.78
BDS_25759,Hà Nội,Chung cư,60,1,Chính Đông,11,2025,4.1
BDS_25760,Hà Nội,Biệt thự,345,2,Tây Nam,8,2025,102.66
BDS_25761,Đà Nẵng,Chung cư,201,4,Tây Nam,5,2024,10.37
BDS_25762,TP. Hồ Chí Minh,Đất nền,79,5,Tây Nam,3,2026,8.18
BDS_25763,Hà Nội,Biệt thự,284,4,Tây Nam,2,2025,63.02
BDS_25764,TP. Hồ Chí Minh,Chung cư,227,4,Chính Nam,12,2024,17.16
BDS_25765,Đà Nẵng,Chung cư,315,2,Chính Nam,2,2025,13.79
BDS_25766,Hà Nội,Nhà mặt phố,69,3,Tây Bắc,3,2025,13.11
BDS_25767,Hà Nội,Đất nền,327,4,Đông Nam,2,2024,39.81
BDS_25768,Thái Nguyên,Biệt thự,106,4,Chính Nam,3,2024,11.26
BDS_25769,Hà Nội,Nhà mặt phố,141,5,Tây Nam,3,2024,16.89
BDS_25770,Hà Nội,Chung cư,221,2,Chính Nam,6,2024,7.46
BDS_25771,Hà Nội,Nhà mặt phố,327,4,Tây Nam,8,2025,57.64
BDS_25772,Thái Nguyên,Đất nền,234,3,Tây Nam,11,2024,13.98
BDS_25773,Hà Nội,Đất nền,64,2,Đông Nam,11,2024,5.5
BDS_25774,TP. Hồ Chí Minh,Chung cư,126,4,Chính Nam,7,2025,9.08
BDS_25775,Thái Nguyên,Nhà mặt phố,147,5,Tây Bắc,5,2025,10.28
BDS_25776,Hà Nội,Biệt thự,75,2,Tây Bắc,2,2026,25.84
BDS_25777,Đà Nẵng,Đất nền,303,3,Tây Bắc,2,2025,32.2
BDS_25778,TP. Hồ Chí Minh,Chung cư,108,4,Đông Nam,5,2024,4.87
BDS_25779,TP. Hồ Chí Minh,Chung cư,215,1,Đông Nam,4,2024,13.1
BDS_25780,Hà Nội,Nhà mặt phố,131,5,Chính Đông,2,2026,15.67
BDS_25781,TP. Hồ Chí Minh,Đất nền,221,5,Đông Nam,3,2026,27.54
BDS_25782,Hà Nội,Nhà mặt phố,316,2,Đông Nam,5,2025,35.74
BDS_25783,Hà Nội,Chung cư,43,4,Chính Đông,3,2024,2.82
BDS_25784,Bình Dương,Đất nền,340,5,Đông Nam,12,2025,22.73
BDS_25785,Hà Nội,Đất nền,193,4,Chính Nam,3,2026,24.48
BDS_25786,Đà Nẵng,Chung cư,140,4,Tây Nam,3,2026,7.36
BDS_25787,Hà Nội,Chung cư,183,3,Chính Nam,12,2025,13.88
BDS_25788,Hà Nội,Đất nền,193,5,Tây Bắc,1,2025,25.17
BDS_25789,Đà Nẵng,Nhà mặt phố,236,2,Chính Nam,5,2025,32.31
BDS_25790,Hà Nội,Đất nền,263,5,Tây Bắc,10,2024,24.3
BDS_25791,Đà Nẵng,Nhà mặt phố,345,4,Tây Bắc,2,2025,30.45
BDS_25792,TP. Hồ Chí Minh,Nhà mặt phố,311,2,Đông Nam,12,2024,49.98
BDS_25793,Hà Nội,Biệt thự,137,1,Chính Nam,8,2024,27.04
BDS_25794,TP. Hồ Chí Minh,Đất nền,318,2,Tây Nam,6,2024,36.44
BDS_25795,Hà Nội,Nhà mặt phố,285,1,Đông Nam,10,2025,56.33
BDS_25796,Hà Nội,Biệt thự,242,2,Tây Bắc,8,2025,52.15
BDS_25797,TP. Hồ Chí Minh,Biệt thự,300,1,Tây Nam,4,2024,85.33
BDS_25798,Hà Nội,Chung cư,57,5,Chính Đông,10,2025,3.85
BDS_25799,Hà Nội,Đất nền,192,1,Tây Bắc,4,2025,24.63
BDS_25800,Đà Nẵng,Chung cư,35,1,Tây Nam,2,2024,1.9
BDS_25801,Đà Nẵng,Chung cư,164,2,Tây Nam,10,2025,6.49
BDS_25802,TP. Hồ Chí Minh,Chung cư,185,1,Chính Nam,10,2025,7.26
BDS_25803,TP. Hồ Chí Minh,Chung cư,277,2,Chính Đông,8,2025,19.77
BDS_25804,TP. Hồ Chí Minh,Nhà mặt phố,322,2,Chính Nam,12,2025,36.97
BDS_25805,TP. Hồ Chí Minh,Đất nền,282,3,Đông Nam,11,2024,39.68
BDS_25806,TP. Hồ Chí Minh,Biệt thự,36,4,Đông Nam,9,2025,11.93
BDS_25807,Bình Dương,Chung cư,338,5,Tây Bắc,8,2024,9.42
BDS_25808,Hà Nội,Nhà mặt phố,262,3,Đông Nam,11,2025,40.14
BDS_25809,TP. Hồ Chí Minh,Nhà mặt phố,198,1,Tây Nam,6,2025,18.75
BDS_25810,Thái Nguyên,Nhà mặt phố,268,2,Đông Nam,12,2025,14.39
BDS_25811,TP. Hồ Chí Minh,Nhà mặt phố,70,5,Chính Nam,1,2024,9.35
BDS_25812,Thái Nguyên,Nhà mặt phố,278,4,Tây Nam,9,2024,11.5
BDS_25813,Hà Nội,Nhà mặt phố,41,1,Chính Nam,2,2024,5.46
BDS_25814,Hà Nội,Biệt thự,183,4,Tây Bắc,9,2025,48.07
BDS_25815,Đà Nẵng,Đất nền,240,5,Chính Đông,9,2024,13.69
BDS_25816,Hà Nội,Nhà mặt phố,211,4,Tây Bắc,9,2024,33.6
BDS_25817,TP. Hồ Chí Minh,Chung cư,264,3,Chính Nam,5,2024,20.1
BDS_25818,Hà Nội,Biệt thự,277,3,Đông Nam,4,2024,51.71
BDS_25819,TP. Hồ Chí Minh,Nhà mặt phố,191,1,Đông Nam,3,2026,21.2
BDS_25820,TP. Hồ Chí Minh,Đất nền,143,2,Tây Nam,6,2024,10.58
BDS_25821,Hà Nội,Chung cư,138,1,Đông Nam,10,2024,9.84
BDS_25822,TP. Hồ Chí Minh,Đất nền,214,5,Chính Nam,4,2024,15.7
BDS_25823,TP. Hồ Chí Minh,Nhà mặt phố,64,2,Chính Nam,2,2026,10.26
BDS_25824,Hà Nội,Nhà mặt phố,46,5,Tây Bắc,5,2024,6.14
BDS_25825,TP. Hồ Chí Minh,Chung cư,84,5,Chính Nam,3,2025,5.66
BDS_25826,TP. Hồ Chí Minh,Đất nền,255,5,Tây Bắc,7,2025,20.01
BDS_25827,Hà Nội,Chung cư,175,3,Chính Nam,7,2025,6.45
BDS_25828,TP. Hồ Chí Minh,Chung cư,191,1,Tây Nam,8,2024,7.67
BDS_25829,Hà Nội,Chung cư,255,4,Chính Nam,2,2025,9.68
BDS_25830,Hà Nội,Chung cư,219,2,Tây Bắc,4,2024,14.95
BDS_25831,TP. Hồ Chí Minh,Chung cư,131,5,Đông Nam,2,2024,5.71
BDS_25832,TP. Hồ Chí Minh,Đất nền,147,4,Đông Nam,6,2025,16.74
BDS_25833,Bình Dương,Đất nền,246,4,Đông Nam,8,2024,11.72
BDS_25834,Hà Nội,Chung cư,167,2,Chính Đông,2,2024,6.97
BDS_25835,Hà Nội,Đất nền,84,1,Tây Nam,4,2025,10.45
BDS_25836,Hà Nội,Nhà mặt phố,237,1,Chính Đông,11,2025,35.26
BDS_25837,TP. Hồ Chí Minh,Biệt thự,256,2,Chính Nam,4,2024,44.33
BDS_25838,TP. Hồ Chí Minh,Chung cư,94,1,Chính Đông,3,2024,3.95
BDS_25839,TP. Hồ Chí Minh,Chung cư,145,2,Đông Nam,7,2025,10.0
BDS_25840,Hà Nội,Đất nền,300,2,Đông Nam,3,2026,27.72
BDS_25841,Đà Nẵng,Chung cư,237,3,Tây Bắc,3,2024,6.28
BDS_25842,TP. Hồ Chí Minh,Nhà mặt phố,104,2,Tây Nam,10,2025,13.69
BDS_25843,Bình Dương,Nhà mặt phố,44,2,Đông Nam,3,2026,4.11
BDS_25844,Hà Nội,Đất nền,335,1,Tây Nam,2,2026,43.06
BDS_25845,TP. Hồ Chí Minh,Chung cư,178,1,Chính Đông,10,2025,6.58
BDS_25846,TP. Hồ Chí Minh,Nhà mặt phố,77,4,Tây Nam,12,2025,16.46
BDS_25847,TP. Hồ Chí Minh,Nhà mặt phố,267,4,Chính Đông,9,2024,26.23
BDS_25848,Hà Nội,Chung cư,216,3,Chính Đông,9,2025,13.73
BDS_25849,Bình Dương,Chung cư,253,2,Tây Nam,3,2026,8.43
BDS_25850,Hà Nội,Biệt thự,107,5,Tây Nam,9,2025,27.27
BDS_25851,Hà Nội,Chung cư,67,4,Đông Nam,10,2024,4.24
BDS_25852,TP. Hồ Chí Minh,Nhà mặt phố,240,2,Chính Đông,1,2025,32.99
BDS_25853,TP. Hồ Chí Minh,Nhà mặt phố,244,1,Chính Đông,3,2026,46.4
BDS_25854,TP. Hồ Chí Minh,Đất nền,194,2,Chính Nam,7,2024,21.33
BDS_25855,Hà Nội,Nhà mặt phố,91,2,Đông Nam,3,2026,17.13
BDS_25856,TP. Hồ Chí Minh,Nhà mặt phố,227,1,Tây Bắc,6,2024,25.65
BDS_25857,TP. Hồ Chí Minh,Chung cư,76,4,Đông Nam,6,2025,2.71
BDS_25858,Hà Nội,Đất nền,157,5,Đông Nam,3,2024,19.44
BDS_25859,Thái Nguyên,Nhà mặt phố,253,5,Đông Nam,2,2025,18.54
BDS_25860,Đà Nẵng,Chung cư,99,3,Chính Đông,3,2026,4.45
BDS_25861,TP. Hồ Chí Minh,Đất nền,324,1,Chính Nam,2,2024,19.91
BDS_25862,Hà Nội,Đất nền,62,4,Đông Nam,6,2025,6.22
BDS_25863,Thái Nguyên,Nhà mặt phố,336,1,Tây Nam,9,2025,24.94
BDS_25864,Hà Nội,Nhà mặt phố,74,3,Đông Nam,3,2026,14.78
BDS_25865,Hà Nội,Chung cư,63,5,Tây Bắc,2,2024,2.36
BDS_25866,Hà Nội,Đất nền,76,4,Chính Nam,10,2025,9.26
BDS_25867,Hà Nội,Chung cư,234,4,Chính Đông,5,2026,8.13
BDS_25868,Đà Nẵng,Chung cư,66,1,Tây Nam,7,2025,3.2
BDS_25869,TP. Hồ Chí Minh,Đất nền,258,2,Chính Đông,7,2025,25.06
BDS_25870,Bình Dương,Nhà mặt phố,160,4,Chính Nam,1,2025,9.78
BDS_25871,Hà Nội,Nhà mặt phố,295,5,Tây Bắc,12,2024,47.19
BDS_25872,TP. Hồ Chí Minh,Đất nền,178,3,Đông Nam,7,2025,16.91
BDS_25873,Bình Dương,Biệt thự,108,2,Tây Nam,8,2024,8.67
BDS_25874,Đà Nẵng,Chung cư,101,4,Đông Nam,5,2026,5.39
BDS_25875,TP. Hồ Chí Minh,Chung cư,147,2,Tây Bắc,9,2025,11.52
BDS_25876,Hà Nội,Nhà mặt phố,340,1,Chính Nam,8,2025,29.92
BDS_25877,TP. Hồ Chí Minh,Chung cư,267,3,Chính Nam,12,2025,13.3
BDS_25878,Hà Nội,Nhà mặt phố,93,1,Tây Nam,5,2024,16.4
BDS_25879,TP. Hồ Chí Minh,Nhà mặt phố,239,1,Tây Bắc,3,2026,34.53
